,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
91,Belmont-sur-Lausanne,46.5200729,6.6800519,La Croix,46.51641076530876,6.702722828984778,Italian Restaurant
92,Belmont-sur-Lausanne,46.5200729,6.6800519,Cantinetta Meal,46.50380804755935,6.679889142797676,Italian Restaurant
93,Belmont-sur-Lausanne,46.5200729,6.6800519,La Fontaine Restaurant Pizzeria,46.50648586053655,6.671788276532695,Pizza Place
94,Belmont-sur-Lausanne,46.5200729,6.6800519,Kurry Masala,46.51059071904452,6.663216474019285,Indian Restaurant
95,Belmont-sur-Lausanne,46.5200729,6.6800519,Vincent,46.502376556396484,6.684785842895508,Diner
96,Belmont-sur-Lausanne,46.5200729,6.6800519,Hôtel-Restaurant du Château de Paudex,46.507439886912486,6.671805786320834,Swiss Restaurant
97,Belmont-sur-Lausanne,46.5200729,6.6800519,La Principessa,46.52363298528699,6.678430632578748,Pizza Place
98,Belmont-sur-Lausanne,46.5200729,6.6800519,Buffet de la Gare,46.512962,6.6777175341944,French Restaurant
99,Belmont-sur-Lausanne,46.5200729,6.6800519,Patisserie de Paudex,46.5074692006933,6.671813500849264,Bakery
100,Belmont-sur-Lausanne,46.5200729,6.6800519,Hokaido restaurant,46.50744225958546,6.671446991604961,Asian Restaurant
101,Belmont-sur-Lausanne,46.5200729,6.6800519,Socar/Migrolino,46.50638258688129,6.673643574883136,Bakery
102,Belmont-sur-Lausanne,46.5200729,6.6800519,Café de Paudex,46.50589214230895,6.672533209145256,Restaurant
103,Belmont-sur-Lausanne,46.5200729,6.6800519,Le Bistrot de Fernand,46.51126088772266,6.662027748695284,Diner
104,Belmont-sur-Lausanne,46.5200729,6.6800519,Café des Alpes,46.515061702080374,6.658361719383597,Swiss Restaurant
105,Belmont-sur-Lausanne,46.5200729,6.6800519,Café de la Tour,46.50470163265307,6.685045918367347,Restaurant
106,Belmont-sur-Lausanne,46.5200729,6.6800519,Timeout Palazzo,46.511270744404456,6.660784257186619,Italian Restaurant
107,Belmont-sur-Lausanne,46.5200729,6.6800519,Fleur de Pains,46.50678852474843,6.6671584084153,Bakery
108,Belmont-sur-Lausanne,46.5200729,6.6800519,Sucré Salé,46.50953376601276,6.662537099300479,Sandwich Place
109,Belmont-sur-Lausanne,46.5200729,6.6800519,Restaurant de la Tour Lutry,46.503024,6.683544,Restaurant
110,Belmont-sur-Yverdon,46.73814565,6.626207143492155,LXP Cafeteria,46.730000504318156,6.611218740334875,Snack Place
111,Bercher,46.6920285,6.7089748,Boulangerie Bal-Blanc,46.69177636736126,6.710111756029686,Bakery
112,Bercher,46.6920285,6.7089748,Hôtel-Restaurant de la gare,46.6930046081543,6.704038143157959,Swiss Restaurant
113,Bercher,46.6920285,6.7089748,Sate Pak pong,46.6980521,6.7069302,Indonesian Restaurant
114,Berolle,46.5583845,6.3373241,Auberge Communale de Berolle,46.558604,6.337356,French Restaurant
115,Bettens,46.6275904,6.5770883,Tea Room De La Ferme,46.633755,6.588213,Café
116,Bex,46.2513776,7.0123881,Vida Loca Café,46.247356945655305,6.99546152098036,Burger Joint
117,Bex,46.2513776,7.0123881,Grotto04,46.25013640910305,7.0140791646551435,Pizza Place
118,Bex,46.2513776,7.0123881,Le Café Suisse,46.250186253555114,7.015796732191238,Swiss Restaurant
119,Bex,46.2513776,7.0123881,goa masala,46.24407958984375,6.990787029266357,Indian Restaurant
120,Bière,46.5373773,6.3337235,Cafe Du Commerce,46.53797098752419,6.333166,Café
121,Bière,46.5373773,6.3337235,Les Trois Sapins,46.537377,6.333373,Restaurant
122,Bière,46.5373773,6.3337235,Restaurant-Pizzeria Du Camp,46.534262,6.336518,Restaurant
123,Bière,46.5373773,6.3337235,Restaurant Pizzeria Le Camp,46.53162392394323,6.335894296328861,Italian Restaurant
124,Bière,46.5373773,6.3337235,Le Camp,46.531539688873636,6.33591912251053,Pizza Place
125,Bière,46.5373773,6.3337235,Cantine Militaire 3,46.530803,6.334198,Diner
126,Bioley-Magnoux,46.7255605,6.7108156,La Clef Des Champs,46.742996,6.713877,Restaurant
127,Bioley-Magnoux,46.7255605,6.7108156,Cle Aux Champs,46.74314759890983,6.713240428207936,Restaurant
128,Bioley-Orjulaz,46.6211356,6.5984553,Tea Room De La Ferme,46.633755,6.588213,Café
129,Blonay,46.4650397,6.8951981,Al Pomodoro Rosso,46.46549845810422,6.895164028836947,Pizza Place
130,Blonay,46.4650397,6.8951981,Le Pont de Brent,46.45866,6.900866,French Restaurant
131,Blonay,46.4650397,6.8951981,Café-Restaurant le Raisin,46.464793,6.89464,Diner
132,Blonay,46.4650397,6.8951981,Chez Yan,46.46833251019909,6.89367413520813,Bakery
133,Blonay,46.4650397,6.8951981,Boulangerie Golay SA,46.47175132889279,6.876362085206401,Bakery
134,Bofflens,46.7045569,6.4989467,Le Normand,46.719919,6.507214,Diner
135,Bofflens,46.7045569,6.4989467,Toucan,46.694443,6.519075,Gluten-free Restaurant
136,Bofflens,46.7045569,6.4989467,Rôtisserie Au Gaulois,46.69477643344098,6.478148028285816,Diner
137,Bofflens,46.7045569,6.4989467,Café-Restaurant de la Gare,46.694718764793684,6.478079067637137,Diner
138,Bogis-Bossey,46.3515732,6.1648147,Auberge Communale de Bogis-Bossey,46.35213515540893,6.168740660120855,French Restaurant
139,Bogis-Bossey,46.3515732,6.1648147,Le Rectiligne,46.351593,6.147107,Restaurant
140,Bogis-Bossey,46.3515732,6.1648147,Manora Restaurant,46.33461760000001,6.1566196,Restaurant
141,Bogis-Bossey,46.3515732,6.1648147,Karishma,46.35544389377635,6.14002632964328,Indian Restaurant
142,Bogis-Bossey,46.3515732,6.1648147,Kamiko,46.35325160476188,6.140188019988205,Sushi Restaurant
143,Bogis-Bossey,46.3515732,6.1648147,Karishma Indian,46.35748079808497,6.149182621723777,Indian Restaurant
144,Bogis-Bossey,46.3515732,6.1648147,Cafè Des Sportś,46.35726260066232,6.145110955448158,Café
145,Bogis-Bossey,46.3515732,6.1648147,Pizza Gaby Divonne,46.357088,6.144437,Pizza Place
146,Bogis-Bossey,46.3515732,6.1648147,Boulangerie Lucien,46.35681504396431,6.1425246829068145,Breakfast Spot
147,Bogis-Bossey,46.3515732,6.1648147,Entrecôte Mademoiselle,46.356886,6.142496,French Restaurant
148,Bogis-Bossey,46.3515732,6.1648147,La Truite,46.35615191702961,6.140983954113403,French Restaurant
149,Bogis-Bossey,46.3515732,6.1648147,Le Bistrot Capanna,46.334629,6.161174,Swiss Restaurant
150,Bogis-Bossey,46.3515732,6.1648147,Restaurant La Brasserie des Arts,46.334590978309784,6.1607566201945545,Restaurant
151,Bogis-Bossey,46.3515732,6.1648147,Martel,46.33442530520242,6.15716545045006,Café
152,Bonvillars,46.8375743,6.6706023,café du raisin,46.830468,6.658298,Diner
153,Bonvillars,46.8375743,6.6706023,Le 1424,46.827448,6.661101,Restaurant
154,Bonvillars,46.8375743,6.6706023,Restaurant Bellevue Onnens,46.8386,6.688409,Swiss Restaurant
155,Bonvillars,46.8375743,6.6706023,le Corsaire,46.823688,6.679226,Restaurant
156,Borex,46.379071,6.1777222,Au Boeuf Rouge,46.37438456248669,6.163624060426811,Swiss Restaurant
157,Borex,46.379071,6.1777222,La Ferme,46.378332,6.176326,Diner
158,Borex,46.379071,6.1777222,Auberge de Crassier,46.374622465002965,6.163108106260848,French Restaurant
159,Borex,46.379071,6.1777222,Auberge de l'Etoile,46.3801373770567,6.151917337506733,French Restaurant
160,Bottens,46.6169088,6.6607269,Pizza Mania,46.61488026734807,6.6592422406834695,Food Truck
161,Bottens,46.6169088,6.6607269,Restaurant Le Moulin d'Assens,46.614638,6.639044,Swiss Restaurant
162,Bottens,46.6169088,6.6607269,Pomodoro Della Nonna,46.63379286125226,6.660824824914366,Food Truck
163,Bougy-Villars,46.4787593,6.3545367,La Passade,46.468256159095276,6.366255961782956,Seafood Restaurant
164,Bougy-Villars,46.4787593,6.3545367,Il Pulcinella,46.46288873759203,6.34647908854874,Pizza Place
165,Bougy-Villars,46.4787593,6.3545367,Auberge De Fechy,46.479478,6.373228,French Restaurant
166,Bougy-Villars,46.4787593,6.3545367,"La vaudoise , Restauration Plage de Rolle",46.461663,6.351506,Comfort Food Restaurant
